hour_of_the_year;hour_of_the_day;day;electricity_consumption
1945;1;82;0.3678185
1946;2;82;0.395908
1947;3;82;0.33335675
1948;4;82;0.2903725
1949;5;82;0.31410725
1950;6;82;0.33354725
1951;7;82;0.30496575
1952;8;82;0.37765075
1953;9;82;0.287196
1954;10;82;0.25602925
1955;11;82;0.58190725
1956;12;82;0.48203675
1957;13;82;0.38793125
1958;14;82;0.31602675
1959;15;82;0.3777585
1960;16;82;0.3912665
1961;17;82;0.2793175
1962;18;82;0.28335575
1963;19;82;0.3204465
1964;20;82;0.53161375
1965;21;82;0.75195525
1966;22;82;0.71545925
1967;23;82;0.28335075
1968;24;82;0.29307325
